Municipio;0 a 6 dias;7 a 27 dias;28 a 364 dias;Menor que 1 ano;1 a 4 anos;5 a 9 anos;10 a 14 anos;15 a 19 anos;20 a 24 anos;25 a 29 anos;30 a 34 anos;35 a 39 anos;40 a 44 anos;45 a 49 anos;50 a 54 anos;55 a 59 anos;60 a 64 anos;65 a 69 anos;70 a 74 anos;75 a 79 anos;80 anos e mais;Idade ignorada;Total
230495 Guaiúba;2;0;0;2;0;0;2;2;3;4;4;2;5;2;5;5;4;8;6;8;26;0;88
230500 Guaraciaba do Norte;0;2;0;2;0;1;2;6;3;4;2;4;4;7;5;10;12;8;6;16;55;0;147
230510 Guaramiranga;2;0;0;2;1;0;0;0;0;0;1;0;3;1;0;0;1;2;0;1;7;0;19
230520 Hidrolândia;0;0;1;1;0;0;0;3;1;1;1;0;0;2;2;1;7;5;5;5;31;0;65
230523 Horizonte;5;0;1;6;1;0;1;11;14;12;8;8;5;10;3;13;11;8;10;22;33;0;176
230526 Ibaretama;0;0;0;0;0;0;0;1;0;2;2;4;4;0;2;2;4;0;7;7;11;0;46
230530 Ibiapina;2;0;1;3;0;0;0;1;3;3;7;5;3;5;3;4;5;4;7;4;28;0;85
230533 Ibicuitinga;1;0;0;1;0;0;0;0;0;1;2;2;2;1;3;1;4;1;2;3;12;0;35
230535 Icapuí;0;0;0;0;1;1;0;0;4;1;2;1;1;2;3;2;4;6;5;1;13;0;47
230540 Icó;4;0;4;8;0;0;3;4;8;9;10;8;14;5;12;13;12;21;14;14;66;0;221
230550 Iguatu;4;1;1;6;1;0;1;3;11;10;11;19;17;24;15;27;23;25;29;34;104;0;360
230560 Independência;3;0;0;3;0;2;1;2;4;2;6;0;1;3;5;3;3;3;5;10;29;0;82
230565 Ipaporanga;0;0;0;0;0;1;2;1;1;1;0;2;1;0;1;1;3;0;6;1;17;0;38
230570 Ipaumirim;1;0;1;2;0;0;0;0;0;1;2;1;2;2;1;1;2;6;2;3;11;0;36
230580 Ipu;2;3;4;9;3;0;0;2;2;5;3;10;4;10;6;5;8;12;13;14;46;0;152
230590 Ipueiras;4;0;3;7;1;3;0;4;3;6;3;6;3;6;4;8;8;6;16;18;50;0;152
230600 Iracema;0;0;0;0;1;0;0;0;1;1;0;3;0;1;2;4;2;2;1;2;14;1;35
230610 Irauçuba;3;1;0;4;2;0;0;4;3;3;0;5;3;4;1;5;2;1;8;3;22;0;70
230620 Itaiçaba;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;4;1;2;2;2;10;0;23
230625 Itaitinga;1;1;1;3;1;0;2;4;8;10;6;4;9;9;9;5;7;8;6;9;17;1;118
230630 Itapagé;5;1;2;8;1;0;2;2;8;5;6;7;5;5;9;9;12;12;19;14;32;0;156
230640 Itapipoca;5;2;5;12;3;4;9;9;21;19;14;18;18;16;13;16;28;25;29;49;106;0;409
230650 Itapiúna;1;0;0;1;0;0;0;2;3;3;2;2;2;1;1;1;5;2;3;3;24;0;55
230655 Itarema;1;2;1;4;1;0;1;1;2;2;3;3;5;3;5;3;6;6;8;11;40;0;104
230660 Itatira;2;1;2;5;1;0;1;1;3;1;0;3;2;1;0;2;8;2;11;2;17;0;60
230670 Jaguaretama;1;0;2;3;0;0;0;1;3;1;2;5;0;3;3;2;4;2;7;3;30;0;69
230680 Jaguaribara;0;1;0;1;1;0;0;1;2;1;0;2;1;1;2;0;2;2;2;1;14;0;33
230690 Jaguaribe;2;1;0;3;1;0;0;4;9;7;7;3;6;7;6;8;7;6;14;7;46;0;141
230700 Jaguaruana;2;0;0;2;2;1;0;1;7;3;6;4;1;9;4;3;8;11;6;11;43;0;122
230710 Jardim;2;0;2;4;1;0;1;2;3;3;2;1;4;5;5;3;6;6;10;9;30;0;95
230720 Jati;2;0;0;2;0;0;0;1;2;0;2;1;0;2;1;1;0;1;2;2;10;0;27
230725 Jijoca de Jericoacoara;5;0;2;7;0;0;0;1;1;0;0;1;0;2;1;0;5;1;5;4;8;0;36
230730 Juazeiro do Norte;18;12;15;45;2;4;3;18;57;34;48;28;37;42;49;38;50;50;74;75;182;0;836
230740 Jucás;1;0;2;3;2;0;1;2;0;1;6;6;3;5;2;6;4;8;6;10;30;0;95
230750 Lavras da Mangabeira;0;1;0;1;0;0;0;0;3;0;2;2;4;0;4;6;8;11;10;17;41;0;109
230760 Limoeiro do Norte;5;2;4;11;0;2;0;6;8;8;7;7;9;15;10;9;6;11;11;21;60;0;201
230763 Madalena;2;0;1;3;0;0;0;2;2;3;4;1;1;2;2;2;3;4;12;6;22;0;69
230765 Maracanaú;17;2;5;24;8;0;7;40;38;48;30;25;28;33;27;44;45;37;43;38;94;2;611
230770 Maranguape;6;0;4;10;3;1;3;10;12;10;4;18;13;22;21;12;19;20;30;29;80;1;318
230780 Marco;0;1;2;3;0;0;1;4;1;5;6;1;2;1;1;4;5;3;2;7;17;0;63
230790 Martinópole;2;0;1;3;0;0;0;1;0;1;0;1;2;1;2;0;2;1;2;3;9;0;28
230800 Massapê;3;0;1;4;0;0;3;8;8;4;5;2;5;4;6;6;4;13;10;9;29;0;120
230810 Mauriti;1;1;2;4;0;2;0;3;3;3;6;8;2;6;3;11;12;7;7;9;43;0;129
230820 Meruoca;1;2;1;4;0;0;0;1;2;2;1;0;0;2;0;3;5;7;5;2;8;0;42
230830 Milagres;3;1;3;7;0;0;1;2;3;5;2;3;2;12;3;5;7;4;7;10;24;0;97
230835 Milhã;0;0;0;0;0;0;0;0;2;1;3;1;0;4;3;1;0;5;3;6;29;0;58
230837 Miraíma;1;0;0;1;0;0;0;1;0;5;0;3;0;1;2;0;2;5;3;4;10;0;37
230840 Missão Velha;2;1;3;6;1;0;2;0;1;6;7;5;9;3;6;9;7;4;10;9;25;1;111
230850 Mombaça;3;1;0;4;2;0;1;2;9;5;4;2;2;7;8;8;6;9;9;15;54;0;147
230860 Monsenhor Tabosa;0;2;0;2;0;1;1;2;2;1;3;3;1;4;8;1;0;6;5;2;22;0;64
230870 Morada Nova;1;1;4;6;3;0;2;1;7;6;8;5;8;11;9;6;6;15;25;19;71;0;208
230880 Moraújo;1;0;0;1;0;0;0;1;0;1;1;0;1;2;2;0;1;0;3;2;3;0;18
230890 Morrinhos;0;2;2;4;0;0;1;1;5;3;4;1;1;3;1;5;6;3;3;3;23;0;67
230900 Mucambo;0;0;0;0;0;0;0;0;1;1;1;1;3;1;2;3;2;1;5;6;19;0;46
230910 Mulungu;0;0;0;0;0;0;0;2;2;2;3;1;0;3;7;2;2;1;3;3;7;0;38
230920 Nova Olinda;1;0;2;3;1;0;0;6;5;3;4;4;1;3;1;4;2;1;4;4;11;0;57
230930 Nova Russas;2;0;1;3;0;1;1;0;3;8;5;2;3;10;9;16;7;7;13;16;42;0;146
230940 Novo Oriente;3;0;0;3;2;0;0;4;4;3;2;1;5;5;3;3;6;7;10;7;34;0;99
230945 Ocara;3;0;0;3;0;0;0;4;1;5;1;3;5;3;0;5;6;7;8;7;29;0;87
230950 Orós;1;0;1;2;1;0;0;2;1;2;1;4;3;2;1;1;3;11;9;6;31;0;80
230960 Pacajus;2;0;3;5;0;1;1;4;7;11;6;6;4;4;11;13;9;11;11;15;39;0;158
230970 Pacatuba;2;0;1;3;0;2;0;5;9;2;5;4;11;8;12;5;9;8;10;11;18;0;122
230980 Pacoti;0;0;0;0;0;0;0;1;0;3;3;3;0;2;2;3;0;2;1;3;11;0;34
230990 Pacujá;0;0;0;0;0;0;0;0;0;0;1;0;0;2;1;4;1;4;4;4;8;0;29
231000 Palhano;0;0;0;0;0;0;1;0;0;0;1;3;1;2;0;0;1;2;4;3;14;0;32
231010 Palmácia;1;0;0;1;0;0;0;0;0;1;2;1;2;0;2;0;0;3;1;4;10;0;27
231020 Paracuru;4;1;0;5;1;1;0;2;5;8;1;3;4;8;3;5;6;5;6;15;28;2;108
231025 Paraipaba;4;1;1;6;0;1;0;2;3;6;1;2;3;1;4;5;5;13;8;10;20;0;90
231030 Parambu;0;1;0;1;3;0;1;3;2;0;8;4;2;5;4;4;6;4;15;7;30;0;99
231040 Paramoti;0;0;2;2;0;0;0;0;1;1;2;2;1;2;1;1;3;2;7;2;11;0;38
231050 Pedra Branca;5;2;4;11;2;0;0;3;7;5;10;6;8;5;5;5;10;9;11;12;48;0;157
231060 Penaforte;0;0;1;1;0;1;0;1;1;0;1;4;1;0;0;0;3;5;2;4;5;0;29
231070 Pentecoste;1;0;2;3;0;0;1;2;7;7;9;7;5;5;3;8;6;7;7;12;43;0;132
231080 Pereiro;3;0;0;3;0;0;0;0;3;0;2;2;2;2;3;3;2;5;7;3;22;0;59
231085 Pindoretama;0;0;1;1;1;1;0;1;3;3;6;1;3;4;2;3;3;6;4;9;17;0;68
231090 Piquet Carneiro;1;0;0;1;2;0;0;2;3;0;3;2;3;2;2;0;3;3;5;3;24;0;58
231095 Pires Ferreira;0;0;0;0;0;0;0;0;1;0;2;0;0;3;1;2;1;3;3;2;17;0;35
231100 Poranga;0;0;1;1;0;0;0;0;0;2;1;1;1;0;1;3;6;2;3;6;14;0;41
231110 Porteiras;1;0;0;1;0;0;0;0;1;3;2;1;3;3;1;2;1;2;7;4;16;0;47
231120 Potengi;1;1;0;2;0;0;1;0;2;2;0;2;1;2;1;1;4;7;3;4;7;0;39
231123 Potiretama;1;0;0;1;0;0;0;0;0;0;1;0;1;2;1;0;0;0;1;1;5;0;13
231126 Quiterianópolis;1;0;1;2;1;0;0;2;1;3;2;1;2;4;4;2;3;3;9;6;24;0;69
231130 Quixadá;10;1;6;17;4;3;5;11;8;14;5;14;13;13;18;11;13;14;21;23;79;0;286
231135 Quixelô;2;0;2;4;0;0;0;2;3;3;2;2;0;0;4;6;4;0;6;3;18;0;57
231140 Quixeramobim;9;4;2;15;1;0;2;6;8;5;7;10;12;10;11;12;16;21;24;29;93;0;282
231150 Quixeré;3;0;0;3;0;0;0;3;4;5;4;6;3;3;2;3;4;4;4;7;14;0;69
231160 Redenção;3;1;1;5;0;0;1;2;5;3;5;5;3;3;2;5;8;7;7;15;30;0;106
231170 Reriutaba;0;0;0;0;1;0;0;1;1;4;4;1;3;2;2;5;4;4;3;3;16;0;54
231180 Russas;4;0;0;4;1;0;1;7;8;10;14;9;11;14;13;9;15;15;21;19;60;0;231
231190 Saboeiro;1;0;0;1;2;1;0;2;2;3;0;1;3;2;3;4;4;4;3;3;15;0;53
231195 Salitre;2;0;2;4;0;0;0;4;1;5;2;3;4;0;2;1;4;9;2;3;12;0;56
231220 Santa Quitéria;1;3;1;5;0;0;0;3;4;6;5;3;2;8;7;11;6;11;10;10;45;0;136
231200 Santana do Acaraú;2;0;0;2;0;1;1;4;1;2;3;9;4;2;4;2;9;4;10;11;28;0;97
231210 Santana do Cariri;2;0;3;5;1;0;0;3;1;2;1;0;3;1;3;5;3;0;4;6;19;0;57
231230 São Benedito;1;2;2;5;1;0;1;3;3;11;6;3;8;8;13;6;13;15;9;16;56;0;177
231240 São Gonçalo do Amarante;3;2;3;8;0;1;1;5;3;7;4;7;8;6;6;6;16;16;17;16;39;1;167
231250 São João do Jaguaribe;0;0;1;1;1;0;0;0;1;2;2;1;0;3;3;3;0;4;5;5;7;0;38
231260 São Luís do Curu;1;0;2;3;1;0;0;3;1;5;3;0;2;1;1;3;6;3;3;5;11;0;51
231270 Senador Pompeu;2;0;1;3;0;1;0;1;1;2;5;3;5;7;10;7;7;5;9;10;30;0;106
231280 Senador Sá;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;3;0;2;1;9;0;17
231290 Sobral;11;7;14;32;4;5;1;14;32;18;23;16;27;26;32;31;32;40;41;39;143;1;557
231300 Solonópole;2;0;0;2;1;0;0;1;3;0;2;2;1;3;1;3;6;2;8;5;21;0;61
231310 Tabuleiro do Norte;1;1;1;3;1;0;0;3;9;6;4;8;6;6;10;7;6;9;9;9;32;0;128
231320 Tamboril;1;0;0;1;2;0;1;4;4;1;1;2;5;2;3;7;9;1;7;12;34;0;96
231325 Tarrafas;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;1;3;0;2;0;9;0;18
231330 Tauá;1;0;1;2;1;1;0;0;8;8;11;4;10;13;9;8;11;20;26;18;62;0;212
231335 Tejuçuoca;2;0;0;2;1;1;1;1;2;1;2;3;2;1;2;1;4;3;6;4;17;0;54
231340 Tianguá;8;1;3;12;1;0;3;5;9;4;14;11;9;10;10;10;18;10;17;12;53;0;208
231350 Trairi;2;1;3;6;1;0;0;4;6;5;9;5;5;3;2;11;5;7;12;14;52;0;147
231355 Tururu;1;0;0;1;0;0;0;0;2;2;3;1;1;1;1;2;1;1;5;2;17;0;40
231360 Ubajara;2;0;0;2;1;1;1;1;2;10;1;9;7;2;6;6;10;7;7;8;21;0;102
231370 Umari;2;0;0;2;0;0;0;0;0;2;1;1;0;0;1;2;0;1;5;3;6;0;24
231375 Umirim;1;0;0;1;1;0;0;2;1;3;3;0;2;3;8;1;2;0;6;11;6;1;51
231380 Uruburetama;0;0;0;0;1;0;0;1;2;2;3;6;2;6;2;3;1;2;6;8;20;1;66
231390 Uruoca;0;1;1;2;1;0;0;1;3;1;1;1;1;1;2;2;2;3;4;5;14;0;44
231395 Varjota;1;1;0;2;0;0;0;0;5;6;2;4;3;4;1;5;5;5;7;13;29;0;91
231400 Várzea Alegre;0;0;1;1;0;3;1;6;2;4;1;6;10;8;3;6;7;13;13;20;39;0;143
231410 Viçosa do Ceará;1;0;1;2;1;1;2;6;7;11;10;6;9;10;7;7;7;9;14;13;66;0;188
230000 Município ignorado - CE;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;3;0;0;1;1;9
240010 Acari;0;2;0;2;0;0;0;0;0;2;2;1;3;3;2;2;3;2;7;3;23;0;55
240020 Açu;4;1;4;9;2;0;1;5;4;8;5;6;5;7;10;14;9;9;11;11;25;0;141
240030 Afonso Bezerra;0;0;0;0;0;0;0;2;0;1;1;1;1;2;2;1;0;1;2;5;13;0;32
240040 Água Nova;1;0;0;1;0;0;1;0;1;0;1;1;0;0;0;0;0;0;0;0;4;0;9
240050 Alexandria;1;0;0;1;1;0;0;1;1;1;1;1;2;1;2;2;6;3;5;1;10;0;39
240060 Almino Afonso;2;0;0;2;0;0;1;0;1;1;1;1;0;1;0;0;0;0;1;2;4;0;15
240070 Alto do Rodrigues;0;0;0;0;0;0;0;0;2;0;3;0;2;2;2;4;1;2;3;1;8;0;30
240080 Angicos;1;1;0;2;0;0;1;1;3;1;4;1;0;1;1;3;1;2;7;4;19;0;51
240090 Antônio Martins;0;0;0;0;0;0;0;0;0;3;2;3;2;1;0;1;1;0;2;2;6;0;23
240100 Apodi;2;0;0;2;1;0;0;4;3;6;6;4;5;10;6;5;7;6;11;5;43;0;124
240110 Areia Branca;3;0;0;3;0;0;1;1;1;2;2;2;5;5;4;3;4;8;10;10;24;0;85
240120 Arês;2;0;0;2;0;0;0;0;1;1;0;2;0;2;2;5;0;2;2;5;12;0;36
240130 Augusto Severo;2;0;0;2;0;0;0;1;0;1;1;0;1;1;1;1;1;4;2;1;6;1;24
240140 Baía Formosa;1;0;1;2;0;0;0;0;0;2;1;0;1;1;1;0;2;1;1;2;2;0;16
240145 Baraúna;2;1;1;4;0;0;0;3;3;3;8;4;6;3;9;2;4;4;2;5;22;0;82
240150 Barcelona;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;1;0;0;9;0;14
240160 Bento Fernandes;0;0;0;0;0;0;0;0;0;0;1;3;0;0;1;1;1;1;1;2;3;0;14
240165 Bodó;0;0;0;0;1;1;0;0;0;0;0;1;1;0;0;0;2;0;0;0;1;0;7
240170 Bom Jesus;4;0;0;4;0;0;0;1;0;0;2;3;1;1;1;1;2;2;3;3;9;0;33
240180 Brejinho;1;0;0;1;0;0;0;0;0;3;0;1;3;1;4;0;0;3;6;4;4;0;30
240185 Caiçara do Norte;1;0;1;2;0;0;0;0;0;0;1;0;0;0;1;1;0;0;2;1;3;0;11
240190 Caiçara do Rio do Vento;0;0;0;0;0;0;0;1;0;0;0;0;1;2;0;0;0;0;2;1;3;0;10
240200 Caicó;5;2;2;9;0;1;0;9;8;11;9;5;8;10;14;16;11;13;14;19;73;0;230
240210 Campo Redondo;0;0;0;0;0;0;0;1;2;1;1;2;1;0;0;0;0;3;7;1;9;0;28
240220 Canguaretama;4;1;1;6;2;1;1;1;1;3;6;5;9;6;10;9;3;7;8;8;28;0;114
240230 Caraúbas;1;0;2;3;0;0;0;1;3;2;4;2;7;6;8;7;8;9;9;7;20;0;96
240240 Carnaúba dos Dantas;0;0;0;0;0;0;0;1;0;1;2;1;1;1;1;3;2;1;1;2;3;0;20
240250 Carnaubais;0;0;0;0;0;0;0;1;1;1;0;1;0;2;6;1;1;4;1;3;7;0;29
240260 Ceará-Mirim;8;0;4;12;4;0;2;6;6;8;10;9;2;16;11;13;12;21;15;17;48;0;212
240270 Cerro Corá;1;0;0;1;0;0;0;0;0;4;0;0;0;2;0;2;2;0;4;7;10;0;32
240280 Coronel Ezequiel;0;0;0;0;0;1;0;0;2;1;0;0;0;1;0;1;0;2;1;1;2;0;12
240290 Coronel João Pessoa;0;0;1;1;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;3;6;0;17
240300 Cruzeta;1;1;0;2;1;0;0;0;1;1;0;2;0;1;3;1;1;2;0;3;11;0;29
240310 Currais Novos;3;0;0;3;1;1;0;1;3;3;3;5;2;3;9;10;10;11;9;15;61;0;150
240320 Doutor Severiano;0;0;1;1;0;0;0;1;1;1;1;2;0;0;3;2;3;1;1;3;5;0;25
240330 Encanto;0;1;0;1;0;0;0;1;1;0;1;1;1;0;1;1;1;1;3;2;9;0;24
240340 Equador;1;0;0;1;0;0;0;0;0;1;0;1;0;0;0;1;2;0;1;0;8;0;15
240350 Espírito Santo;1;0;0;1;0;0;0;0;0;1;0;0;0;0;1;5;4;3;1;3;12;0;31
240360 Extremoz;1;0;1;2;0;1;0;0;7;2;2;2;1;4;5;4;8;5;11;6;9;0;69
240370 Felipe Guerra;0;0;0;0;0;0;0;0;0;1;1;1;2;1;0;0;4;3;3;0;9;0;25
240375 Fernando Pedroza;1;0;0;1;0;0;0;0;0;0;0;1;0;2;0;3;0;2;0;0;5;0;14
240380 Florânia;0;0;0;0;0;0;0;2;0;2;0;1;0;2;2;1;4;2;3;3;14;0;36
240390 Francisco Dantas;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;3;0;6
240400 Frutuoso Gomes;0;0;0;0;0;0;0;1;0;1;2;3;2;2;1;2;2;2;1;1;3;0;23
240410 Galinhos;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;0;0;0;1;1;0;0;6
240420 Goianinha;1;0;1;2;1;0;1;1;5;4;1;2;0;3;4;5;3;3;7;4;15;0;61
240430 Governador Dix-Sept Rosado;1;2;0;3;0;0;0;1;4;2;1;3;1;2;1;1;7;6;4;4;10;0;50
240440 Grossos;0;0;0;0;0;0;0;0;2;0;1;1;4;0;4;0;4;3;2;5;13;1;40
240450 Guamaré;0;0;0;0;0;0;0;0;0;1;1;0;1;1;1;3;2;10;5;2;11;1;39
240460 Ielmo Marinho;0;0;1;1;0;0;0;1;0;0;3;2;0;1;1;2;2;1;2;1;11;0;28
240470 Ipanguaçu;2;1;2;5;0;0;1;1;0;0;4;1;3;2;0;5;1;2;2;3;12;0;42
240480 Ipueira;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;3;0;6
240485 Itajá;1;0;0;1;0;0;0;0;0;1;1;0;1;0;0;1;0;0;0;1;3;0;9
240490 Itaú;0;0;0;0;0;0;0;0;3;1;1;1;2;0;1;1;1;1;1;1;6;0;20
240500 Jaçanã;0;0;0;0;0;0;0;0;2;1;0;0;0;1;1;1;3;2;1;3;7;0;22
240510 Jandaíra;1;0;1;2;0;0;1;0;0;1;0;0;0;0;0;0;2;2;1;0;8;0;17
240520 Janduís;0;0;1;1;0;0;0;0;0;1;0;1;0;1;2;1;3;3;1;4;7;0;25
240530 Januário Cicco;0;0;0;0;0;1;0;1;0;1;0;2;0;0;2;0;2;2;3;2;9;0;25
240540 Japi;0;1;0;1;0;0;0;0;1;0;0;0;2;1;0;0;3;1;3;0;8;0;20
240550 Jardim de Angicos;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;2;0;5
240560 Jardim de Piranhas;0;0;0;0;0;0;0;0;0;0;1;4;3;3;6;0;1;2;2;3;15;0;40
240570 Jardim do Seridó;1;0;1;2;0;0;0;1;1;2;1;1;1;2;1;1;3;4;5;3;17;0;45
240580 João Câmara;2;0;1;3;0;0;0;1;3;5;6;2;4;6;5;1;8;10;13;9;28;0;104
240590 João Dias;0;0;0;0;0;0;0;1;0;0;0;1;0;3;1;2;0;1;0;0;4;0;13
240600 José da Penha;0;0;0;0;0;0;1;0;1;0;0;2;1;3;0;1;2;1;5;6;7;0;30
240610 Jucurutu;5;1;0;6;0;0;0;0;1;2;2;3;3;2;4;4;4;4;2;4;28;0;69
240615 Jundiá;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;1;0;2;4;0;10
240620 Lagoa d'Anta;0;0;1;1;0;0;0;0;0;1;0;2;0;0;3;4;4;1;1;2;6;0;25
240630 Lagoa de Pedras;0;0;0;0;0;1;0;3;1;0;1;1;1;0;1;0;1;0;3;4;7;0;24
240640 Lagoa de Velhos;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;2;1;2;0;8
240650 Lagoa Nova;2;0;0;2;0;0;1;0;1;1;0;3;1;4;1;1;2;1;1;2;10;0;31
240660 Lagoa Salgada;0;0;1;1;0;0;0;1;1;1;1;0;0;1;1;0;1;0;1;0;6;0;15
240670 Lajes;0;0;0;0;0;0;0;0;1;0;2;2;1;0;1;6;3;4;2;6;12;0;40
240680 Lajes Pintadas;1;0;0;1;0;0;0;0;0;0;0;0;1;1;2;1;3;2;2;3;5;0;21
240690 Lucrécia;0;0;0;0;0;0;0;1;1;0;0;0;0;3;0;0;0;1;0;2;5;0;13
240700 Luís Gomes;0;0;0;0;0;0;0;0;0;1;0;2;2;0;0;0;2;1;1;3;9;0;21
240710 Macaíba;3;3;1;7;0;0;1;5;13;10;7;6;10;15;8;14;9;14;20;21;40;0;200
240720 Macau;1;1;1;3;0;0;0;3;7;3;3;3;1;9;4;9;5;8;7;9;16;0;90
240725 Major Sales;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;2;0;5;0;10
240730 Marcelino Vieira;0;0;1;1;0;0;0;1;0;1;0;0;3;1;2;1;1;4;2;1;6;0;24
240740 Martins;1;0;0;1;1;0;0;0;0;0;1;2;0;1;1;0;2;5;5;4;15;0;38
240750 Maxaranguape;1;0;0;1;0;0;0;2;0;2;1;1;2;0;3;1;2;3;3;1;7;0;29
240760 Messias Targino;0;0;0;0;1;0;0;1;0;0;1;0;0;2;0;1;1;2;2;0;4;0;15
240770 Montanhas;0;0;1;1;0;0;1;0;1;1;1;0;1;5;3;1;1;1;3;2;12;0;34
240780 Monte Alegre;0;0;2;2;0;0;1;1;2;1;1;1;4;1;0;3;8;2;4;4;14;0;49
240790 Monte das Gameleiras;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;1;2;1;0;0;7
240800 Mossoró;27;4;6;37;4;3;3;46;42;63;46;36;41;54;62;52;67;60;63;53;181;2;915
240810 Natal;37;8;23;68;13;6;9;89;147;92;120;93;116;129;176;188;206;192;213;199;583;3;2642
240820 Nísia Floresta;1;1;0;2;2;0;0;7;7;6;3;2;9;3;5;7;6;4;7;7;7;0;84
240830 Nova Cruz;2;0;1;3;1;1;1;1;1;4;4;7;4;4;6;6;12;7;14;11;25;0;112
240840 Olho-d'Água do Borges;0;0;0;0;0;0;0;0;0;1;1;1;0;0;2;0;0;0;0;2;4;0;11
240850 Ouro Branco;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;3;1;1;1;11;0;21
240860 Paraná;0;0;0;0;1;0;0;0;0;2;0;0;2;0;1;1;1;0;2;0;5;0;15
240870 Paraú;0;0;0;0;0;0;0;2;0;1;0;1;0;0;0;1;0;1;1;0;3;0;10
240880 Parazinho;1;0;1;2;0;0;0;0;0;1;0;0;0;1;0;3;1;1;1;0;5;0;15
240890 Parelhas;1;0;0;1;0;0;0;0;4;6;3;1;2;2;1;4;1;8;7;3;26;0;69
240325 Parnamirim;13;2;6;21;3;2;4;14;27;15;19;22;28;33;31;34;30;40;28;40;111;0;502
240910 Passa e Fica;0;0;1;1;1;0;1;0;2;0;2;1;1;2;3;0;1;1;4;5;11;0;36
240920 Passagem;1;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;2;0;1;0;4;0;10
240930 Patu;0;1;0;1;0;1;0;1;0;2;2;2;2;0;4;1;4;4;5;4;15;0;48
240940 Pau dos Ferros;2;0;0;2;0;0;0;1;4;8;2;1;2;11;4;3;6;8;7;10;27;0;96
240950 Pedra Grande;0;1;0;1;0;0;0;0;0;0;1;0;0;1;1;0;0;2;1;0;4;0;11
240960 Pedra Preta;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;2;0;5
240970 Pedro Avelino;0;1;0;1;0;1;0;0;1;1;0;0;0;2;1;0;0;1;1;2;9;0;20
240980 Pedro Velho;1;0;1;2;0;0;0;0;0;0;2;2;1;3;5;4;4;4;3;6;16;0;52
240990 Pendências;1;0;1;2;0;0;0;1;0;0;1;3;1;1;3;1;2;4;5;5;17;0;46
241000 Pilões;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;1;0;1;2;4;0;11
241010 Poço Branco;1;0;0;1;0;1;0;0;1;0;3;1;3;0;0;2;3;2;1;0;13;0;31
241020 Portalegre;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;2;10;0;16
241025 Porto do Mangue;0;0;1;1;0;0;0;0;0;2;0;0;0;1;1;2;0;1;2;1;3;0;14
241040 Pureza;0;0;2;2;0;0;0;1;0;2;0;0;2;0;2;1;1;2;1;4;5;0;23
241050 Rafael Fernandes;1;0;0;1;0;0;0;0;0;2;0;0;0;0;0;2;2;1;3;1;6;0;18
241060 Rafael Godeiro;0;0;0;0;0;0;0;0;1;1;0;1;1;0;1;0;0;2;4;2;3;0;16
241070 Riacho da Cruz;1;0;1;2;0;0;0;0;1;0;0;0;0;0;1;1;0;0;1;0;2;0;8
241080 Riacho de Santana;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;4;2;0;9
241090 Riachuelo;0;0;0;0;0;0;0;0;0;0;0;2;1;1;1;0;2;3;2;2;6;0;20
240895 Rio do Fogo;1;0;1;2;0;0;0;0;1;2;2;0;0;0;1;2;2;2;7;8;8;0;37
241100 Rodolfo Fernandes;1;0;0;1;0;0;0;0;0;0;1;0;1;1;2;1;4;0;0;1;4;0;16
241110 Ruy Barbosa;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;2;0;5;0;10
241120 Santa Cruz;0;1;1;2;3;0;0;4;10;8;6;6;3;3;2;6;7;5;17;9;34;0;125
240933 Santa Maria;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;2;0;6
241140 Santana do Matos;3;0;1;4;0;0;0;0;0;1;1;0;2;2;1;7;4;4;3;4;32;0;65
241142 Santana do Seridó;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;1;2;0;6
241150 Santo Antônio;1;0;0;1;0;0;1;0;0;3;3;4;2;4;6;3;10;4;8;19;21;0;89
241160 São Bento do Norte;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;3;2;0;7
241170 São Bento do Trairí;1;0;0;1;0;0;0;0;1;0;0;2;1;0;0;0;0;2;0;1;4;0;12
